"Gene","GeneSymbol","Chr","start","end","band","cytoband","isCentromer","ensembl_gene_id","hgnc_symbol","entrezgene_id","description"
"ENSG00000160948","VPS28","8",144423601,144429499,"q24.3","8q","no","ENSG00000160948","VPS28",51160,"VPS28 subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:18178]"
"ENSG00000109424","UCP1","4",140559431,140569001,"q31.1","4q","no","ENSG00000109424","UCP1",7350,"uncoupling protein 1 [Source:HGNC Symbol;Acc:HGNC:12517]"
"ENSG00000169627","BOLA2B","16",30192930,30194306,"p11.2","16p","no","ENSG00000169627","BOLA2B",552900,"bolA family member 2B [Source:HGNC Symbol;Acc:HGNC:32479]"
"ENSG00000169627","BOLA2B","16",30192930,30194306,"p11.2","16p","no","ENSG00000169627","BOLA2B",654483,"bolA family member 2B [Source:HGNC Symbol;Acc:HGNC:32479]"
"ENSG00000198121","LPAR1","9",110871773,111038863,"q31.3","9q","no","ENSG00000198121","LPAR1",1902,"lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:3166]"
"ENSG00000168310","IRF2","4",184385702,184474558,"q35.1","4q","no","ENSG00000168310","IRF2",3660,"interferon regulatory factor 2 [Source:HGNC Symbol;Acc:HGNC:6117]"
"ENSG00000013364","MVP","16",29820394,29848039,"p11.2","16p","no","ENSG00000013364","MVP",9961,"major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]"
"ENSG00000111647","BLTP3B","12",100028455,100142886,"q23.1","12q","no","ENSG00000111647","BLTP3B",23074,"bridge-like lipid transfer protein family member 3B [Source:HGNC Symbol;Acc:HGNC:29102]"
"ENSG00000140474","ULK3","15",74836116,74843346,"q24.1","15q","no","ENSG00000140474","ULK3",25989,"unc-51 like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19703]"
"ENSG00000144824","PHLDB2","3",111732403,111976837,"q13.2","3q","no","ENSG00000144824","PHLDB2",90102,"pleckstrin homology like domain family B member 2 [Source:HGNC Symbol;Acc:HGNC:29573]"
"ENSG00000102879","CORO1A","16",30182817,30189085,"p11.2","16p","no","ENSG00000102879","CORO1A",11151,"coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]"
"ENSG00000079999","KEAP1","19",10486119,10503558,"p13.2","19p","no","ENSG00000079999","KEAP1",9817,"kelch like ECH associated protein 1 [Source:HGNC Symbol;Acc:HGNC:23177]"
"ENSG00000164347","GFM2","5",74721206,74767147,"q13.3","5q","no","ENSG00000164347","GFM2",84340,"GTP dependent ribosome recycling factor mitochondrial 2 [Source:HGNC Symbol;Acc:HGNC:29682]"
"ENSG00000151470","C4orf33","4",129093317,129116640,"q28.2","4q","no","ENSG00000151470","C4orf33",132321,"chromosome 4 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:27025]"
"ENSG00000064115","TM7SF3","12",26971579,27014507,"p11.23","12p","no","ENSG00000064115","TM7SF3",51768,"transmembrane 7 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:23049]"
"ENSG00000172889","EGFL7","9",136658284,136672679,"q34.3","9q","no","ENSG00000172889","EGFL7",51162,"EGF like domain multiple 7 [Source:HGNC Symbol;Acc:HGNC:20594]"
"ENSG00000064607","SUGP2","19",18990888,19034040,"p13.11","19p","no","ENSG00000064607","SUGP2",10147,"SURP and G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18641]"
"ENSG00000184916","JAG2","14",105140982,105168919,"q32.33","14q","no","ENSG00000184916","JAG2",3714,"jagged canonical Notch ligand 2 [Source:HGNC Symbol;Acc:HGNC:6189]"
"ENSG00000176273","SLC35G1","10",93893937,93956062,"q23.33","10q","no","ENSG00000176273","SLC35G1",159371,"solute carrier family 35 member G1 [Source:HGNC Symbol;Acc:HGNC:26607]"
"ENSG00000164035","EMCN","4",100395341,100880126,"q24","4q","no","ENSG00000164035","EMCN",51705,"endomucin [Source:HGNC Symbol;Acc:HGNC:16041]"
"ENSG00000165996","HACD1","10",17588316,17617430,"p12.33","10p","no","ENSG00000165996","HACD1",9200,"3-hydroxyacyl-CoA dehydratase 1 [Source:HGNC Symbol;Acc:HGNC:9639]"
"ENSG00000134463","ECHDC3","10",11742366,11764139,"p14","10p","no","ENSG00000134463","ECHDC3",79746,"enoyl-CoA hydratase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23489]"
"ENSG00000173588","CEP83","12",94306449,94459988,"q22","12q","no","ENSG00000173588","CEP83",51134,"centrosomal protein 83 [Source:HGNC Symbol;Acc:HGNC:17966]"
"ENSG00000107929","LARP4B","10",806915,931821,"p15.3","10p","no","ENSG00000107929","LARP4B",23185,"La ribonucleoprotein 4B [Source:HGNC Symbol;Acc:HGNC:28987]"
"ENSG00000167377","ZNF23","16",71447597,71463095,"q22.2","16q","no","ENSG00000167377","ZNF23",7571,"zinc finger protein 23 [Source:HGNC Symbol;Acc:HGNC:13023]"
"ENSG00000276043","UHRF1","19",4903080,4962154,"p13.3","19p","no","ENSG00000276043","UHRF1",29128,"ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556]"
"ENSG00000187486","KCNJ11","11",17365172,17389353,"p15.1","11p","no","ENSG00000187486","KCNJ11",3767,"potassium inwardly rectifying channel subfamily J member 11 [Source:HGNC Symbol;Acc:HGNC:6257]"
"ENSG00000148700","ADD3","10",109996356,110135565,"q25.1","10q","no","ENSG00000148700","ADD3",120,"adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]"
"ENSG00000103534","TMC5","16",19410428,19499113,"p12.3","16p","no","ENSG00000103534","TMC5",79838,"transmembrane channel like 5 [Source:HGNC Symbol;Acc:HGNC:22999]"
"ENSG00000173933","RBM4","11",66638658,66668380,"q13.2","11q","no","ENSG00000173933","RBM4",5936,"RNA binding motif protein 4 [Source:HGNC Symbol;Acc:HGNC:9901]"
"ENSG00000076513","ANKRD13A","12",109999186,110039763,"q24.11","12q","no","ENSG00000076513","ANKRD13A",88455,"ankyrin repeat domain 13A [Source:HGNC Symbol;Acc:HGNC:21268]"
"ENSG00000109501","WFS1","4",6269839,6303265,"p16.1","4p","no","ENSG00000109501","WFS1",7466,"wolframin ER transmembrane glycoprotein [Source:HGNC Symbol;Acc:HGNC:12762]"
"ENSG00000134013","LOXL2","8",23296897,23425328,"p21.3","8p","no","ENSG00000134013","LOXL2",4017,"lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]"
"ENSG00000205302","SNX2","5",122775010,122834543,"q23.2","5q","no","ENSG00000205302","SNX2",6643,"sorting nexin 2 [Source:HGNC Symbol;Acc:HGNC:11173]"
"ENSG00000072954","TMEM38A","19",16661129,16690023,"p13.11","19p","no","ENSG00000072954","TMEM38A",79041,"transmembrane protein 38A [Source:HGNC Symbol;Acc:HGNC:28462]"
"ENSG00000129151","BBOX1","11",27040698,27127810,"p14.2","11p","no","ENSG00000129151","BBOX1",8424,"gamma-butyrobetaine hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:964]"
"ENSG00000139970","RTN1","14",59595976,59870796,"q23.1","14q","no","ENSG00000139970","RTN1",6252,"reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467]"
"ENSG00000078674","PCM1","8",17922746,18029996,"p22","8p","no","ENSG00000078674","PCM1",5108,"pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727]"
"ENSG00000125746","EML2","19",45606994,45645602,"q13.32","19q","no","ENSG00000125746","EML2",24139,"EMAP like 2 [Source:HGNC Symbol;Acc:HGNC:18035]"
"ENSG00000204323","SMIM5","17",75628368,75642570,"q25.1","17q","no","ENSG00000204323","SMIM5",643008,"small integral membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:40030]"
"ENSG00000137825","ITPKA","15",41493360,41503554,"q15.1","15q","no","ENSG00000137825","ITPKA",3706,"inositol-trisphosphate 3-kinase A [Source:HGNC Symbol;Acc:HGNC:6178]"
"ENSG00000163291","PAQR3","4",78887127,78939438,"q21.21","4q","no","ENSG00000163291","PAQR3",152559,"progestin and adipoQ receptor family member 3 [Source:HGNC Symbol;Acc:HGNC:30130]"
"ENSG00000178802","MPI","15",74890005,74902219,"q24.1","15q","no","ENSG00000178802","MPI",4351,"mannose phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:7216]"
"ENSG00000273559","CWC25","17",38800441,38825646,"q12","17q","no","ENSG00000273559","CWC25",54883,"CWC25 spliceosome associated protein homolog [Source:HGNC Symbol;Acc:HGNC:25989]"
"ENSG00000012963","UBR7","14",93207241,93229215,"q32.12","14q","no","ENSG00000012963","UBR7",55148,"ubiquitin protein ligase E3 component n-recognin 7 [Source:HGNC Symbol;Acc:HGNC:20344]"
"ENSG00000052795","FNIP2","4",158769026,158908050,"q32.1","4q","no","ENSG00000052795","FNIP2",57600,"folliculin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29280]"
"ENSG00000151500","THYN1","11",134248270,134253370,"q25","11q","no","ENSG00000151500","THYN1",29087,"thymocyte nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:29560]"
"ENSG00000130921","MTRFR","12",123232142,123258079,"q24.31","12q","no","ENSG00000130921","MTRFR",91574,"mitochondrial translation release factor in rescue [Source:HGNC Symbol;Acc:HGNC:26784]"
"ENSG00000188878","FBF1","17",75909574,75941140,"q25.1","17q","no","ENSG00000188878","FBF1",85302,"Fas binding factor 1 [Source:HGNC Symbol;Acc:HGNC:24674]"
"ENSG00000173040","EVC2","4",5542772,5709548,"p16.2","4p","no","ENSG00000173040","EVC2",132884,"EvC ciliary complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19747]"
"ENSG00000123064","DDX54","12",113157173,113185508,"q24.13","12q","no","ENSG00000123064","DDX54",79039,"DEAD-box helicase 54 [Source:HGNC Symbol;Acc:HGNC:20084]"
"ENSG00000177932","ZNF354C","5",179060361,179083977,"q35.3","5q","no","ENSG00000177932","ZNF354C",30832,"zinc finger protein 354C [Source:HGNC Symbol;Acc:HGNC:16736]"
"ENSG00000100884","CPNE6","14",24070837,24078100,"q11.2","14q","no","ENSG00000100884","CPNE6",9362,"copine 6 [Source:HGNC Symbol;Acc:HGNC:2319]"
"ENSG00000151422","FER","5",108747841,109196841,"q21.3","5q","no","ENSG00000151422","FER",2241,"FER tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3655]"
"ENSG00000149131","SERPING1","11",57597387,57619246,"q12.1","11q","no","ENSG00000149131","SERPING1",710,"serpin family G member 1 [Source:HGNC Symbol;Acc:HGNC:1228]"
"ENSG00000022355","GABRA1","5",161847063,161899981,"q34","5q","no","ENSG00000022355","GABRA1",2554,"gamma-aminobutyric acid type A receptor subunit alpha1 [Source:HGNC Symbol;Acc:HGNC:4075]"
"ENSG00000125445","MRPS7","17",75261670,75270708,"q25.1","17q","no","ENSG00000125445","MRPS7",51081,"mitochondrial ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:14499]"
"ENSG00000154001","PPP2R5E","14",63371364,63543410,"q23.2","14q","no","ENSG00000154001","PPP2R5E",5529,"protein phosphatase 2 regulatory subunit B'epsilon [Source:HGNC Symbol;Acc:HGNC:9313]"
"ENSG00000040531","CTNS","17",3636459,3663103,"p13.2","17p","no","ENSG00000040531","CTNS",1497,"cystinosin, lysosomal cystine transporter [Source:HGNC Symbol;Acc:HGNC:2518]"
"ENSG00000140350","ANP32A","15",68778534,68820924,"q23","15q","no","ENSG00000140350","ANP32A",8125,"acidic nuclear phosphoprotein 32 family member A [Source:HGNC Symbol;Acc:HGNC:13233]"
"ENSG00000010319","SEMA3G","3",52433035,52445103,"p21.1","3p","no","ENSG00000010319","SEMA3G",56920,"semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]"
"ENSG00000104946","TBC1D17","19",49877501,49888751,"q13.33","19q","no","ENSG00000104946","TBC1D17",79735,"TBC1 domain family member 17 [Source:HGNC Symbol;Acc:HGNC:25699]"
"ENSG00000131165","CHMP1A","16",89640816,89657738,"q24.3","16q","no","ENSG00000131165","CHMP1A",5119,"charged multivesicular body protein 1A [Source:HGNC Symbol;Acc:HGNC:8740]"
"ENSG00000041880","PARP3","3",51942252,51948871,"p21.2","3p","no","ENSG00000041880","PARP3",10039,"poly(ADP-ribose) polymerase family member 3 [Source:HGNC Symbol;Acc:HGNC:273]"
"ENSG00000138696","BMPR1B","4",94757937,95158448,"q22.3","4q","no","ENSG00000138696","BMPR1B",658,"bone morphogenetic protein receptor type 1B [Source:HGNC Symbol;Acc:HGNC:1077]"
"ENSG00000125457","MIF4GD","17",75266228,75271237,"q25.1","17q","no","ENSG00000125457","MIF4GD",57409,"MIF4G domain containing [Source:HGNC Symbol;Acc:HGNC:24030]"
"ENSG00000132612","VPS4A","16",69311336,69326939,"q22.1","16q","no","ENSG00000132612","VPS4A",27183,"vacuolar protein sorting 4 homolog A [Source:HGNC Symbol;Acc:HGNC:13488]"
"ENSG00000110628","SLC67A1","11",2899718,2925247,"p15.4","11p","no","ENSG00000110628","SLC67A1",5002,"solute carrier family 67 member 1 [Source:HGNC Symbol;Acc:HGNC:10964]"
"ENSG00000180209","MYL11","16",30370332,30377991,"p11.2","16p","no","ENSG00000180209","MYL11",29895,"myosin light chain 11 [Source:HGNC Symbol;Acc:HGNC:29824]"
"ENSG00000105778","AVL9","7",32495426,32588726,"p14.3","7p","no","ENSG00000105778","AVL9",23080,"AVL9 cell migration associated [Source:HGNC Symbol;Acc:HGNC:28994]"
"ENSG00000170876","TMEM43","3",14125015,14143681,"p25.1","3p","no","ENSG00000170876","TMEM43",79188,"transmembrane protein 43 [Source:HGNC Symbol;Acc:HGNC:28472]"
"ENSG00000186710","CFAP73","12",113149716,113159526,"q24.13","12q","no","ENSG00000186710","CFAP73",387885,"cilia and flagella associated protein 73 [Source:HGNC Symbol;Acc:HGNC:37100]"
"ENSG00000104964","TLE5","19",3052909,3063107,"p13.3","19p","no","ENSG00000104964","TLE5",166,"TLE family member 5, transcriptional modulator [Source:HGNC Symbol;Acc:HGNC:307]"
"ENSG00000170545","SMAGP","12",51244558,51270415,"q13.13","12q","no","ENSG00000170545","SMAGP",57228,"small cell adhesion glycoprotein [Source:HGNC Symbol;Acc:HGNC:26918]"
"ENSG00000119139","TJP2","9",69121264,69274615,"q21.11","9q","no","ENSG00000119139","TJP2",9414,"tight junction protein 2 [Source:HGNC Symbol;Acc:HGNC:11828]"
"ENSG00000131473","ACLY","17",41866916,41930545,"q21.2","17q","no","ENSG00000131473","ACLY",47,"ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]"
"ENSG00000151304","SRFBP1","5",121961965,122075570,"q23.1","5q","no","ENSG00000151304","SRFBP1",153443,"serum response factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26333]"
"ENSG00000090905","TNRC6A","16",24610209,24827632,"p12.1","16p","no","ENSG00000090905","TNRC6A",27327,"trinucleotide repeat containing adaptor 6A [Source:HGNC Symbol;Acc:HGNC:11969]"
"ENSG00000109472","CPE","4",165361194,165498547,"q32.3","4q","no","ENSG00000109472","CPE",1363,"carboxypeptidase E [Source:HGNC Symbol;Acc:HGNC:2303]"
"ENSG00000171792","RHNO1","12",2876258,2889524,"p13.33","12p","no","ENSG00000171792","RHNO1",83695,"RAD9-HUS1-RAD1 interacting nuclear orphan 1 [Source:HGNC Symbol;Acc:HGNC:28206]"
"ENSG00000234284","ZNF879","5",179023804,179035064,"q35.3","5q","no","ENSG00000234284","ZNF879",345462,"zinc finger protein 879 [Source:HGNC Symbol;Acc:HGNC:37273]"
"ENSG00000163071","SPATA18","4",52051304,52097302,"q12","4q","no","ENSG00000163071","SPATA18",132671,"spermatogenesis associated 18 [Source:HGNC Symbol;Acc:HGNC:29579]"
"ENSG00000185432","TMT1A","12",50923472,50932510,"q13.12","12q","no","ENSG00000185432","TMT1A",25840,"thiol methyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:24550]"
"ENSG00000198690","FAN1","15",30890559,30946209,"q13.2","15q","no","ENSG00000198690","FAN1",22909,"FANCD2 and FANCI associated nuclease 1 [Source:HGNC Symbol;Acc:HGNC:29170]"
"ENSG00000166598","HSP90B1","12",103930107,103953931,"q23.3","12q","no","ENSG00000166598","HSP90B1",7184,"heat shock protein 90 beta family member 1 [Source:HGNC Symbol;Acc:HGNC:12028]"
"ENSG00000113356","POLR3G","5",90471748,90514559,"q14.3","5q","no","ENSG00000113356","POLR3G",10622,"RNA polymerase III subunit G [Source:HGNC Symbol;Acc:HGNC:30075]"
"ENSG00000196653","ZNF502","3",44712640,44723831,"p21.31","3p","no","ENSG00000196653","ZNF502",91392,"zinc finger protein 502 [Source:HGNC Symbol;Acc:HGNC:23718]"
"ENSG00000155034","FBXL18","7",5431335,5513809,"p22.1","7p","no","ENSG00000155034","FBXL18",80028,"F-box and leucine rich repeat protein 18 [Source:HGNC Symbol;Acc:HGNC:21874]"
"ENSG00000170365","SMAD1","4",145480769,145559176,"q31.21","4q","no","ENSG00000170365","SMAD1",4086,"SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]"
"ENSG00000136261","BZW2","7",16644653,16706771,"p21.1","7p","no","ENSG00000136261","BZW2",28969,"basic leucine zipper and W2 domains 2 [Source:HGNC Symbol;Acc:HGNC:18808]"
"ENSG00000145194","ECE2","3",184275531,184293031,"q27.1","3q","no","ENSG00000145194","ECE2",9718,"endothelin converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13275]"
"ENSG00000162493","PDPN","1",13583465,13617957,"p36.21","1p","no","ENSG00000162493","PDPN",10630,"podoplanin [Source:HGNC Symbol;Acc:HGNC:29602]"
"ENSG00000105726","ATP13A1","19",19645198,19663700,"p13.11","19p","no","ENSG00000105726","ATP13A1",57130,"ATPase 13A1 [Source:HGNC Symbol;Acc:HGNC:24215]"
"ENSG00000100749","VRK1","14",96797304,96954846,"q32.2","14q","no","ENSG00000100749","VRK1",7443,"VRK serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:12718]"
"ENSG00000205629","LCMT1","16",25111731,25178231,"p12.1","16p","no","ENSG00000205629","LCMT1",51451,"leucine carboxyl methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17557]"
"ENSG00000164398","ACSL6","5",131949973,132012243,"q31.1","5q","no","ENSG00000164398","ACSL6",23305,"acyl-CoA synthetase long chain family member 6 [Source:HGNC Symbol;Acc:HGNC:16496]"
"ENSG00000214114","MYCBP","1",38862493,38873378,"p34.3","1p","no","ENSG00000214114","MYCBP",26292,"MYC binding protein [Source:HGNC Symbol;Acc:HGNC:7554]"
"ENSG00000164074","ABHD18","4",127965267,128039953,"q28.2","4q","no","ENSG00000164074","ABHD18",80167,"abhydrolase domain containing 18 [Source:HGNC Symbol;Acc:HGNC:26111]"
"ENSG00000129744","ART1","11",3645115,3668548,"p15.4","11p","no","ENSG00000129744","ART1",417,"ADP-ribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:723]"
"ENSG00000204624","DISP3","1",11478905,11537583,"p36.22","1p","no","ENSG00000204624","DISP3",57540,"dispatched RND transporter family member 3 [Source:HGNC Symbol;Acc:HGNC:29251]"
"ENSG00000137496","IL18BP","11",71998613,72007315,"q13.4","11q","no","ENSG00000137496","IL18BP",10068,"interleukin 18 binding protein [Source:HGNC Symbol;Acc:HGNC:5987]"
"ENSG00000221866","PLXNA4","7",132123340,132648688,"q32.3","7q","no","ENSG00000221866","PLXNA4",91584,"plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]"
"ENSG00000159625","DRC7","16",57694793,57731805,"q21","16q","no","ENSG00000159625","DRC7",84229,"dynein regulatory complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:25289]"
"ENSG00000059378","PARP12","7",140023746,140063344,"q34","7q","no","ENSG00000059378","PARP12",64761,"poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]"
"ENSG00000119720","NRDE2","14",90267860,90331981,"q32.11","14q","no","ENSG00000119720","NRDE2",55051,"NRDE-2, necessary for RNA interference, domain containing [Source:HGNC Symbol;Acc:HGNC:20186]"
"ENSG00000092850","TEKT2","1",36084094,36088278,"p34.3","1p","no","ENSG00000092850","TEKT2",27285,"tektin 2 [Source:HGNC Symbol;Acc:HGNC:11725]"
"ENSG00000168924","LETM1","4",1811479,1856232,"p16.3","4p","no","ENSG00000168924","LETM1",3954,"leucine zipper and EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6556]"
"ENSG00000144659","SLC25A38","3",39383347,39397351,"p22.1","3p","no","ENSG00000144659","SLC25A38",54977,"solute carrier family 25 member 38 [Source:HGNC Symbol;Acc:HGNC:26054]"
"ENSG00000164949","GEM","8",94249249,94262461,"q22.1","8q","no","ENSG00000164949","GEM",2669,"GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234]"
"ENSG00000188549","CCDC9B","15",40331452,40340939,"q15.1","15q","no","ENSG00000188549","CCDC9B",388115,"coiled-coil domain containing 9B [Source:HGNC Symbol;Acc:HGNC:33488]"
"ENSG00000165006","UBAP1","9",34179005,34252523,"p13.3","9p","no","ENSG00000165006","UBAP1",51271,"ubiquitin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:12461]"
"ENSG00000161642","ZNF385A","12",54369129,54391307,"q13.13","12q","no","ENSG00000161642","ZNF385A",25946,"zinc finger protein 385A [Source:HGNC Symbol;Acc:HGNC:17521]"
"ENSG00000164054","SHISA5","3",48467798,48504826,"p21.31","3p","no","ENSG00000164054","SHISA5",51246,"shisa family member 5 [Source:HGNC Symbol;Acc:HGNC:30376]"
"ENSG00000100564","PIGH","14",67581955,67600286,"q24.1","14q","no","ENSG00000100564","PIGH",5283,"phosphatidylinositol glycan anchor biosynthesis class H [Source:HGNC Symbol;Acc:HGNC:8964]"
"ENSG00000173517","PEAK1","15",77100656,77420216,"q24.3","15q","no","ENSG00000173517","PEAK1",79834,"pseudopodium enriched atypical kinase 1 [Source:HGNC Symbol;Acc:HGNC:29431]"
"ENSG00000185475","TMEM179B","11",62787387,62790403,"q12.3","11q","no","ENSG00000185475","TMEM179B",374395,"transmembrane protein 179B [Source:HGNC Symbol;Acc:HGNC:33744]"
"ENSG00000142279","WTIP","19",34481682,34512304,"q13.11","19q","no","ENSG00000142279","WTIP",126374,"WT1 interacting protein [Source:HGNC Symbol;Acc:HGNC:20964]"
"ENSG00000143590","EFNA3","1",155078823,155087538,"q21.3","1q","no","ENSG00000143590","EFNA3",1944,"ephrin A3 [Source:HGNC Symbol;Acc:HGNC:3223]"
"ENSG00000176148","TCP11L1","11",33039417,33105943,"p13","11p","no","ENSG00000176148","TCP11L1",55346,"t-complex 11 like 1 [Source:HGNC Symbol;Acc:HGNC:25655]"
"ENSG00000106524","ANKMY2","7",16599779,16645831,"p21.1","7p","no","ENSG00000106524","ANKMY2",57037,"ankyrin repeat and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25370]"
"ENSG00000100908","EMC9","14",24138958,24142023,"q12","14q","no","ENSG00000100908","EMC9",51016,"ER membrane protein complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:20273]"
"ENSG00000130770","ATP5IF1","1",28236084,28246906,"p35.3","1p","no","ENSG00000130770","ATP5IF1",93974,"ATP synthase inhibitory factor subunit 1 [Source:HGNC Symbol;Acc:HGNC:871]"
"ENSG00000184428","TOP1MT","8",143304384,143359979,"q24.3","8q","no","ENSG00000184428","TOP1MT",116447,"DNA topoisomerase I mitochondrial [Source:HGNC Symbol;Acc:HGNC:29787]"
"ENSG00000145439","CBR4","4",168863770,169010311,"q32.3","4q","no","ENSG00000145439","CBR4",84869,"carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891]"
"ENSG00000142233","NTN5","19",48661407,48673081,"q13.33","19q","no","ENSG00000142233","NTN5",126147,"netrin 5 [Source:HGNC Symbol;Acc:HGNC:25208]"
"ENSG00000131873","CHSY1","15",101175727,101252048,"q26.3","15q","no","ENSG00000131873","CHSY1",22856,"chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198]"
"ENSG00000163467","TSACC","1",156337314,156346995,"q22","1q","no","ENSG00000163467","TSACC",128229,"TSSK6 activating cochaperone [Source:HGNC Symbol;Acc:HGNC:30636]"
"ENSG00000166262","FAM227B","15",49326962,49620929,"q21.2","15q","no","ENSG00000166262","FAM227B",196951,"family with sequence similarity 227 member B [Source:HGNC Symbol;Acc:HGNC:26543]"
"ENSG00000105607","GCDH","19",12891128,12915126,"p13.13","19p","no","ENSG00000105607","GCDH",2639,"glutaryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4189]"
"ENSG00000138764","CCNG2","4",77157207,77433388,"q21.1","4q","no","ENSG00000138764","CCNG2",901,"cyclin G2 [Source:HGNC Symbol;Acc:HGNC:1593]"
"ENSG00000092010","PSME1","14",24136156,24138967,"q12","14q","no","ENSG00000092010","PSME1",5720,"proteasome activator subunit 1 [Source:HGNC Symbol;Acc:HGNC:9568]"
"ENSG00000007392","LUC7L","16",188961,229463,"p13.3","16p","no","ENSG00000007392","LUC7L",55692,"LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723]"
"ENSG00000117592","PRDX6","1",173476814,173489064,"q25.1","1q","no","ENSG00000117592","PRDX6",9588,"peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]"
"ENSG00000163380","LMOD3","3",69106065,69123032,"p14.1","3p","no","ENSG00000163380","LMOD3",56203,"leiomodin 3 [Source:HGNC Symbol;Acc:HGNC:6649]"
"ENSG00000134339","SAA2","11",18239223,18248668,"p15.1","11p","no","ENSG00000134339","SAA2",6289,"serum amyloid A2 [Source:HGNC Symbol;Acc:HGNC:10514]"
"ENSG00000157036","EXOG","3",38496127,38542161,"p22.2","3p","no","ENSG00000157036","EXOG",9941,"exo/endonuclease G [Source:HGNC Symbol;Acc:HGNC:3347]"
"ENSG00000050426","LETMD1","12",51047962,51060426,"q13.12","12q","no","ENSG00000050426","LETMD1",25875,"LETM1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24241]"
"ENSG00000132906","CASP9","1",15490832,15526534,"p36.21","1p","no","ENSG00000132906","CASP9",842,"caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]"
"ENSG00000090487","SPG21","15",64963022,64990312,"q22.31","15q","no","ENSG00000090487","SPG21",51324,"SPG21 abhydrolase domain containing, maspardin [Source:HGNC Symbol;Acc:HGNC:20373]"
"ENSG00000170185","USP38","4",143184917,143225212,"q31.21","4q","no","ENSG00000170185","USP38",84640,"ubiquitin specific peptidase 38 [Source:HGNC Symbol;Acc:HGNC:20067]"
"ENSG00000165917","RAPSN","11",47437762,47449192,"p11.2","11p","no","ENSG00000165917","RAPSN",5913,"receptor associated protein of the synapse [Source:HGNC Symbol;Acc:HGNC:9863]"
"ENSG00000263001","GTF2I","7",74650231,74760706,"q11.23","7q","no","ENSG00000263001","GTF2I",2969,"general transcription factor IIi [Source:HGNC Symbol;Acc:HGNC:4659]"
"ENSG00000163463","KRTCAP2","1",155169408,155173475,"q22","1q","no","ENSG00000163463","KRTCAP2",200185,"keratinocyte associated protein 2 [Source:HGNC Symbol;Acc:HGNC:28942]"
"ENSG00000109534","GAR1","4",109815500,109825575,"q25","4q","no","ENSG00000109534","GAR1",54433,"GAR1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14264]"
"ENSG00000149187","CELF1","11",47465933,47565569,"p11.2","11p","no","ENSG00000149187","CELF1",10658,"CUGBP Elav-like family member 1 [Source:HGNC Symbol;Acc:HGNC:2549]"
